obs_id,conflict_id,year,episode,ep_id,ep_end,intensity_level,cumulative_intensity,isInternational
234-1957,234,1957,1,234-1,0,Minor,War,0
234-1958,234,1958,1,234-1,0,Minor,War,0
234-1959,234,1959,1,234-1,0,Minor,War,0
234-1960,234,1960,1,234-1,0,Minor,War,0
234-1961,234,1961,1,234-1,0,Minor,War,0
234-1962,234,1962,1,234-1,0,Minor,War,0
234-1963,234,1963,1,234-1,0,Minor,War,0
234-1964,234,1964,1,234-1,0,Minor,War,0
234-1965,234,1965,1,234-1,0,Minor,War,0
234-1966,234,1966,1,234-1,0,Minor,War,0
234-1967,234,1967,1,234-1,0,Minor,War,0
234-1968,234,1968,1,234-1,0,Minor,War,0
234-1969,234,1969,1,234-1,0,Minor,War,0
234-1970,234,1970,1,234-1,0,Minor,War,0
234-1971,234,1971,1,234-1,0,Minor,War,0
234-1972,234,1972,1,234-1,0,Minor,War,0
234-1973,234,1973,1,234-1,0,Minor,War,0
234-1974,234,1974,1,234-1,0,Minor,War,0
234-1975,234,1975,1,234-1,0,Minor,War,0
234-1976,234,1976,1,234-1,0,Minor,War,0
234-1977,234,1977,1,234-1,0,Minor,War,0
234-1978,234,1978,1,234-1,0,Minor,War,0
234-1979,234,1979,1,234-1,0,Minor,War,0
234-1980,234,1980,1,234-1,0,Minor,War,0
234-1981,234,1981,1,234-1,0,Minor,War,0
234-1982,234,1982,1,234-1,0,War,War,1
234-1983,234,1983,1,234-1,0,Minor,War,0
234-1984,234,1984,1,234-1,0,Minor,War,0
234-1985,234,1985,1,234-1,0,Minor,War,0
234-1986,234,1986,1,234-1,0,Minor,War,0
234-1987,234,1987,1,234-1,0,Minor,War,0
234-1988,234,1988,1,234-1,0,Minor,War,0
234-1989,234,1989,1,234-1,0,Minor,War,0
234-1990,234,1990,1,234-1,0,Minor,War,0
234-1991,234,1991,1,234-1,0,Minor,War,0
234-1992,234,1992,1,234-1,0,Minor,War,0
234-1993,234,1993,1,234-1,0,Minor,War,0
234-1994,234,1994,1,234-1,0,Minor,War,0
234-1995,234,1995,1,234-1,0,Minor,War,0
234-1996,234,1996,1,234-1,1,Minor,War,0
234-2000,234,2000,2,234-2,0,Minor,War,0
234-2001,234,2001,2,234-2,0,Minor,War,0
234-2002,234,2002,2,234-2,0,Minor,War,0
234-2003,234,2003,2,234-2,0,Minor,War,0
234-2004,234,2004,2,234-2,0,Minor,War,0
234-2005,234,2005,2,234-2,0,Minor,War,0
234-2006,234,2006,2,234-2,0,Minor,War,0
234-2007,234,2007,2,234-2,0,Minor,War,0
234-2008,234,2008,2,234-2,0,Minor,War,0
234-2009,234,2009,2,234-2,0,Minor,War,0
234-2010,234,2010,2,234-2,0,Minor,War,0
234-2011,234,2011,2,234-2,0,Minor,War,0
234-2012,234,2012,2,234-2,1,Minor,War,0
234-2014,234,2014,3,234-3,1,War,War,0
234-2018,234,2018,4,234-4,0,Minor,War,0
235-1949,235,1949,1,235-1,0,Minor,Minor,
235-1950,235,1950,1,235-1,0,War,War,
235-1951,235,1951,1,235-1,0,War,War,
235-1952,235,1952,1,235-1,0,War,War,
235-1953,235,1953,1,235-1,1,War,War,
236-1950,236,1950,1,236-1,1,Minor,Minor,0
236-1956,236,1956,2,236-2,1,War,War,0
236-1959,236,1959,3,236-3,1,War,War,0
237-1950,237,1950,1,237-1,1,War,War,0
238-1950,238,1950,1,238-1,1,Minor,Minor,
239-1951,239,1951,1,239-1,0,Minor,Minor,
239-1952,239,1952,1,239-1,1,Minor,Minor,
240-1951,240,1951,1,240-1,1,Minor,Minor,0
240-1974,240,1974,2,240-2,0,Minor,War,0
240-1975,240,1975,2,240-2,0,Minor,War,0
240-1976,240,1976,2,240-2,0,Minor,War,0
240-1977,240,1977,2,240-2,0,Minor,War,0
240-1978,240,1978,2,240-2,0,Minor,War,0
240-1979,240,1979,2,240-2,0,Minor,War,0
240-1980,240,1980,2,240-2,0,Minor,War,0
240-1981,240,1981,2,240-2,0,Minor,War,0
240-1982,240,1982,2,240-2,1,Minor,War,0
241-1952,241,1952,1,241-1,0,Minor,Minor,
241-1953,241,1953,1,241-1,0,War,War,
241-1954,241,1954,1,241-1,0,War,War,
241-1955,241,1955,1,241-1,0,War,War,
241-1956,241,1956,1,241-1,1,War,War,
242-1953,242,1953,1,242-1,1,Minor,Minor,0
242-1956,242,1956,2,242-2,0,Minor,Minor,0
242-1957,242,1957,2,242-2,0,Minor,Minor,0
242-1958,242,1958,2,242-2,1,War,War,0
242-1961,242,1961,3,242-3,1,Minor,War,1
243-1953,243,1953,1,243-1,1,War,War,0
243-1958,243,1958,2,243-2,0,War,War,0
243-1959,243,1959,2,243-2,0,War,War,0
243-1960,243,1960,2,243-2,0,Minor,War,0
243-1961,243,1961,2,243-2,1,War,War,0
244-1953,244,1953,1,244-1,0,Minor,Minor,
244-1954,244,1954,1,244-1,0,Minor,Minor,
244-1955,244,1955,1,244-1,0,Minor,Minor,
244-1956,244,1956,1,244-1,1,Minor,Minor,
245-1953,245,1953,1,245-1,0,Minor,Minor,
245-1954,245,1954,1,245-1,0,Minor,Minor,
245-1955,245,1955,1,245-1,0,Minor,Minor,
245-1956,245,1956,1,245-1,1,Minor,Minor,
246-1954,246,1954,1,246-1,0,Minor,Minor,
246-1955,246,1955,1,246-1,0,War,War,
246-1956,246,1956,1,246-1,0,War,War,
246-1957,246,1957,1,246-1,0,War,War,
246-1958,246,1958,1,246-1,0,War,War,
246-1959,246,1959,1,246-1,0,War,War,
246-1960,246,1960,1,246-1,0,War,War,
246-1961,246,1961,1,246-1,0,War,War,
246-1962,246,1962,1,246-1,1,Minor,War,
247-1963,247,1963,2,247-2,1,Minor,Minor,0
247-1974,247,1974,3,247-3,0,Minor,Minor,0
247-1975,247,1975,3,247-3,0,Minor,Minor,0
247-1976,247,1976,3,247-3,0,Minor,War,0
247-1977,247,1977,3,247-3,1,Minor,War,0
247-1955,247,1955,1,247-1,1,Minor,Minor,0
248-1955,248,1955,1,248-1,0,Minor,Minor,
248-1956,248,1956,1,248-1,0,Minor,Minor,
248-1957,248,1957,1,248-1,0,Minor,Minor,
248-1958,248,1958,1,248-1,0,Minor,Minor,
248-1959,248,1959,1,248-1,1,Minor,Minor,
249-1955,249,1955,1,249-1,0,War,War,0
249-1956,249,1956,1,249-1,0,War,War,0
249-1957,249,1957,1,249-1,0,War,War,0
249-1958,249,1958,1,249-1,0,War,War,0
249-1959,249,1959,1,249-1,0,War,War,0
249-1960,249,1960,1,249-1,0,War,War,0
249-1961,249,1961,1,249-1,0,War,War,0
249-1962,249,1962,1,249-1,0,War,War,1
249-1963,249,1963,1,249-1,0,War,War,1
249-1964,249,1964,1,249-1,1,War,War,1
250-1956,250,1956,1,250-1,1,War,War,
251-1956,251,1956,1,251-1,0,Minor,Minor,0
251-1957,251,1957,1,251-1,0,Minor,Minor,0
251-1958,251,1958,1,251-1,0,Minor,War,0
251-1959,251,1959,1,251-1,1,Minor,War,0
251-1961,251,1961,2,251-2,0,Minor,War,0
251-1962,251,1962,2,251-2,0,Minor,War,0
251-1963,251,1963,2,251-2,0,Minor,War,0
251-1964,251,1964,2,251-2,0,Minor,War,0
251-1965,251,1965,2,251-2,0,Minor,War,0
251-1966,251,1966,2,251-2,0,Minor,War,0
251-1967,251,1967,2,251-2,0,Minor,War,0
251-1968,251,1968,2,251-2,1,Minor,War,0
251-1992,251,1992,3,251-3,0,Minor,War,0
251-1993,251,1993,3,251-3,0,Minor,War,0
251-1994,251,1994,3,251-3,0,Minor,War,0
251-1995,251,1995,3,251-3,0,Minor,War,0
251-1996,251,1996,3,251-3,0,Minor,War,0
251-1997,251,1997,3,251-3,1,Minor,War,0
251-2000,251,2000,4,251-4,1,Minor,War,0
252-1956,252,1956,1,252-1,1,War,War,
253-1957,253,1957,1,253-1,1,Minor,Minor,0
253-1987,253,1987,2,253-2,1,Minor,Minor,0
253-1992,253,1992,3,253-3,1,Minor,Minor,0
253-1996,253,1996,4,253-4,1,Minor,Minor,0
253-2005,253,2005,5,253-5,1,Minor,Minor,0
254-1957,254,1957,1,254-1,0,Minor,Minor,
254-1958,254,1958,1,254-1,0,Minor,Minor,
254-1959,254,1959,1,254-1,1,Minor,Minor,
255-1957,255,1957,1,255-1,1,Minor,Minor,
256-1957,256,1957,1,256-1,0,Minor,Minor,
256-1958,256,1958,1,256-1,1,Minor,Minor,
257-1957,257,1957,1,257-1,0,Minor,Minor,
257-1958,257,1958,1,257-1,1,Minor,Minor,
258-1957,258,1957,1,258-1,1,Minor,Minor,1
259-1958,259,1958,1,259-1,0,Minor,Minor,0
259-1959,259,1959,1,259-1,1,Minor,Minor,0
259-1963,259,1963,2,259-2,1,War,War,0
259-1982,259,1982,3,259-3,0,Minor,War,0
259-1983,259,1983,3,259-3,0,Minor,War,0
259-1984,259,1984,3,259-3,1,Minor,War,0
259-1987,259,1987,4,259-4,1,Minor,War,0
259-1991,259,1991,5,259-5,0,Minor,War,0
259-1992,259,1992,5,259-5,0,Minor,War,0
259-1993,259,1993,5,259-5,0,Minor,War,0
259-1994,259,1994,5,259-5,0,Minor,War,0
259-1995,259,1995,5,259-5,0,Minor,War,0
259-1996,259,1996,5,259-5,1,Minor,War,0
259-2009,259,2009,6,259-6,0,War,War,1
259-2010,259,2010,6,259-6,0,War,War,1
259-2011,259,2011,6,259-6,0,Minor,War,1
259-2012,259,2012,6,259-6,0,Minor,War,0
259-2013,259,2013,6,259-6,0,War,War,0
259-2014,259,2014,6,259-6,0,War,War,1
259-2004,259,2004,6,259-6,0,War,War,1
259-2005,259,2005,6,259-6,0,War,War,1
259-2015,259,2015,6,259-6,0,War,War,1
259-2016,259,2016,6,259-6,0,War,War,1
259-2017,259,2017,6,259-6,0,War,War,1
259-2006,259,2006,6,259-6,0,War,War,1
259-2007,259,2007,6,259-6,0,War,War,1
259-2008,259,2008,6,259-6,0,War,War,1
259-2018,259,2018,6,259-6,0,Minor,War,1
260-1958,260,1958,1,260-1,1,War,War,0
260-1975,260,1975,2,260-2,0,Minor,War,0
260-1976,260,1976,2,260-2,1,War,War,0
260-1982,260,1982,3,260-3,0,Minor,War,0
260-1984,260,1984,3,260-3,0,War,War,1
260-1985,260,1985,3,260-3,0,Minor,War,0
260-1986,260,1986,3,260-3,1,Minor,War,0
260-1983,260,1983,3,260-3,0,Minor,War,1
260-1989,260,1989,4,260-4,0,Minor,War,1
260-1990,260,1990,4,260-4,1,Minor,War,1
264-1970,264,1970,1,264-1,1,War,War,0
264-1959,264,1959,1,264-1,0,Minor,Minor,0
264-1960,264,1960,1,264-1,0,Minor,Minor,0
264-1961,264,1961,1,264-1,0,Minor,Minor,0
264-1962,264,1962,1,264-1,0,Minor,Minor,0
264-1963,264,1963,1,264-1,0,Minor,Minor,0
264-1964,264,1964,1,264-1,0,War,War,0
264-1965,264,1965,1,264-1,0,War,War,0
264-1966,264,1966,1,264-1,0,War,War,0
264-1967,264,1967,1,264-1,0,War,War,0
264-1968,264,1968,1,264-1,0,War,War,0
264-1969,264,1969,1,264-1,0,War,War,0
264-1972,264,1972,2,264-2,0,Minor,War,0
264-1973,264,1973,2,264-2,1,Minor,War,0
261-1958,261,1958,1,261-1,0,Minor,Minor,1
261-1959,261,1959,1,261-1,0,Minor,Minor,1
261-1960,261,1960,1,261-1,1,Minor,Minor,1
261-1974,261,1974,2,261-2,0,Minor,Minor,0
261-1975,261,1975,2,261-2,1,Minor,Minor,0
261-1981,261,1981,3,261-3,1,Minor,Minor,0
262-1959,262,1959,1,262-1,0,War,War,0
262-1960,262,1960,1,262-1,0,War,War,1
262-1961,262,1961,1,262-1,1,War,War,1
262-1963,262,1963,2,262-2,0,War,War,1
262-1964,262,1964,2,262-2,0,War,War,1
262-1965,262,1965,2,262-2,0,War,War,1
262-1966,262,1966,2,262-2,0,War,War,1
262-1967,262,1967,2,262-2,0,War,War,1
262-1968,262,1968,2,262-2,0,War,War,1
262-1969,262,1969,2,262-2,0,War,War,1
262-1970,262,1970,2,262-2,0,War,War,1
262-1971,262,1971,2,262-2,0,War,War,1
262-1972,262,1972,2,262-2,0,War,War,1
262-1973,262,1973,2,262-2,1,War,War,1
262-1989,262,1989,3,262-3,0,Minor,War,0
262-1990,262,1990,3,262-3,1,Minor,War,0
263-1961,263,1961,1,263-1,0,War,War,
263-1962,263,1962,1,263-1,0,War,War,
263-1963,263,1963,1,263-1,0,Minor,War,
263-1964,263,1964,1,263-1,0,Minor,War,
263-1965,263,1965,1,263-1,0,Minor,War,
263-1966,263,1966,1,263-1,0,Minor,War,
263-1967,263,1967,1,263-1,0,Minor,War,
263-1968,263,1968,1,263-1,0,Minor,War,
263-1969,263,1969,1,263-1,0,Minor,War,
263-1970,263,1970,1,263-1,0,Minor,War,
263-1971,263,1971,1,263-1,0,Minor,War,
263-1972,263,1972,1,263-1,0,Minor,War,
263-1973,263,1973,1,263-1,0,Minor,War,
263-1974,263,1974,1,263-1,1,Minor,War,
264-1976,264,1976,3,264-3,0,Minor,War,0
264-1977,264,1977,3,264-3,0,Minor,War,0
264-1978,264,1978,3,264-3,0,Minor,War,0
264-1979,264,1979,3,264-3,0,Minor,War,0
264-1980,264,1980,3,264-3,0,Minor,War,0
264-1981,264,1981,3,264-3,0,Minor,War,0
264-1982,264,1982,3,264-3,0,Minor,War,0
264-1983,264,1983,3,264-3,0,Minor,War,0
264-1984,264,1984,3,264-3,0,Minor,War,0
264-1985,264,1985,3,264-3,0,Minor,War,0
264-1986,264,1986,3,264-3,0,Minor,War,0
264-1987,264,1987,3,264-3,0,Minor,War,0
264-1988,264,1988,3,264-3,1,Minor,War,0
264-1993,264,1993,4,264-4,0,Minor,War,0
264-1994,264,1994,4,264-4,0,Minor,War,0
264-1995,264,1995,4,264-4,0,Minor,War,0
264-1996,264,1996,4,264-4,0,Minor,War,0
264-1997,264,1997,4,264-4,0,Minor,War,0
264-1998,264,1998,4,264-4,0,Minor,War,0
264-1999,264,1999,4,264-4,0,Minor,War,0
264-2000,264,2000,4,264-4,0,Minor,War,0
264-2001,264,2001,4,264-4,0,Minor,War,0
264-2002,264,2002,4,264-4,1,Minor,War,0
264-2005,264,2005,5,264-5,0,Minor,War,0
264-2006,264,2006,5,264-5,0,Minor,War,0
264-2007,264,2007,5,264-5,0,Minor,War,0
264-2008,264,2008,5,264-5,0,Minor,War,0
264-2009,264,2009,5,264-5,0,Minor,War,0
264-2010,264,2010,5,264-5,0,Minor,War,0
264-2011,264,2011,5,264-5,1,Minor,War,0
264-2013,264,2013,6,264-6,1,Minor,War,0
264-2015,264,2015,7,264-7,1,Minor,War,0
265-1961,265,1961,1,265-1,0,Minor,Minor,0
265-1962,265,1962,1,265-1,1,Minor,Minor,0
265-2013,265,2013,2,265-2,0,Minor,Minor,0
265-2014,265,2014,2,265-2,1,Minor,Minor,0
266-1960,266,1960,1,266-1,0,Minor,Minor,0
266-1961,266,1961,1,266-1,0,Minor,Minor,0
266-1962,266,1962,1,266-1,1,Minor,Minor,0
267-1960,267,1960,1,267-1,1,Minor,Minor,0
267-1976,267,1976,2,267-2,0,War,War,0
267-1977,267,1977,2,267-2,0,Minor,War,0
267-1978,267,1978,2,267-2,0,Minor,War,0
267-1979,267,1979,2,267-2,0,Minor,War,0
267-1980,267,1980,2,267-2,0,War,War,0
267-1981,267,1981,2,267-2,0,War,War,0
267-1982,267,1982,2,267-2,0,War,War,0
267-1983,267,1983,2,267-2,0,War,War,0
267-1984,267,1984,2,267-2,0,War,War,0
267-1985,267,1985,2,267-2,0,War,War,0
267-1986,267,1986,2,267-2,0,Minor,War,0
267-1987,267,1987,2,267-2,0,War,War,0
267-1988,267,1988,2,267-2,0,War,War,0
267-1989,267,1989,2,267-2,0,War,War,0
267-1990,267,1990,2,267-2,0,War,War,0
267-1991,267,1991,2,267-2,1,War,War,0
268-1964,268,1964,1,268-1,1,Minor,Minor,
268-1977,268,1977,2,268-2,0,War,War,
268-1978,268,1978,2,268-2,1,War,War,
268-1980,268,1980,3,268-3,1,Minor,War,
269-1960,269,1960,1,269-1,0,Minor,Minor,0
269-1961,269,1961,1,269-1,0,Minor,Minor,0
269-1962,269,1962,1,269-1,1,Minor,Minor,0
269-1996,269,1996,2,269-2,0,Minor,Minor,0
269-1997,269,1997,2,269-2,0,Minor,Minor,0
269-1998,269,1998,2,269-2,0,Minor,Minor,0
269-1999,269,1999,2,269-2,0,Minor,Minor,0
269-2000,269,2000,2,269-2,0,Minor,Minor,0
269-2001,269,2001,2,269-2,0,Minor,War,0
269-2002,269,2002,2,269-2,0,War,War,0
269-2003,269,2003,2,269-2,0,War,War,0
269-2004,269,2004,2,269-2,0,War,War,0
269-2005,269,2005,2,269-2,0,War,War,0
269-2006,269,2006,2,269-2,1,Minor,War,0
270-1961,270,1961,1,270-1,0,War,War,0
270-1962,270,1962,1,270-1,1,War,War,0
271-1961,271,1961,1,271-1,0,War,War,0
271-1962,271,1962,1,271-1,0,War,War,0
271-1963,271,1963,1,271-1,0,War,War,0
271-1964,271,1964,1,271-1,0,Minor,War,0
271-1965,271,1965,1,271-1,0,War,War,0
271-1966,271,1966,1,271-1,0,War,War,0
271-1967,271,1967,1,271-1,0,Minor,War,0
271-1968,271,1968,1,271-1,0,Minor,War,0
271-1969,271,1969,1,271-1,0,War,War,0
271-1970,271,1970,1,271-1,1,Minor,War,0
271-1973,271,1973,2,271-2,0,Minor,War,0
271-1974,271,1974,2,271-2,0,War,War,0
271-1975,271,1975,2,271-2,0,War,War,0
271-1976,271,1976,2,271-2,0,Minor,War,0
271-1977,271,1977,2,271-2,0,Minor,War,0
271-1978,271,1978,2,271-2,0,Minor,War,0
271-1979,271,1979,2,271-2,0,Minor,War,0
271-1980,271,1980,2,271-2,0,Minor,War,0
271-1981,271,1981,2,271-2,0,Minor,War,0
271-1982,271,1982,2,271-2,0,Minor,War,0
271-1983,271,1983,2,271-2,0,Minor,War,0
271-1984,271,1984,2,271-2,0,Minor,War,0
271-1985,271,1985,2,271-2,0,Minor,War,0
271-1986,271,1986,2,271-2,0,Minor,War,0
271-1987,271,1987,2,271-2,0,Minor,War,0
271-1988,271,1988,2,271-2,0,War,War,0
271-1989,271,1989,2,271-2,0,Minor,War,0
271-1990,271,1990,2,271-2,0,Minor,War,0
271-1991,271,1991,2,271-2,0,War,War,0
271-1992,271,1992,2,271-2,1,Minor,War,0
271-1995,271,1995,3,271-3,0,Minor,War,0
271-1996,271,1996,3,271-3,1,Minor,War,0
272-1961,272,1961,1,272-1,1,War,War,
273-1962,273,1962,1,273-1,1,Minor,Minor,
274-1962,274,1962,1,274-1,1,War,War,
274-1967,274,1967,2,274-2,1,Minor,War,
275-1964,275,1964,1,275-1,0,Minor,Minor,0
275-1965,275,1965,1,275-1,0,Minor,Minor,0
275-1966,275,1966,1,275-1,0,Minor,Minor,0
275-1967,275,1967,1,275-1,0,Minor,Minor,0
275-1968,275,1968,1,275-1,0,Minor,Minor,0
275-1969,275,1969,1,275-1,0,Minor,Minor,0
275-1970,275,1970,1,275-1,0,Minor,Minor,0
275-1971,275,1971,1,275-1,0,Minor,Minor,0
275-1972,275,1972,1,275-1,0,Minor,Minor,0
275-1973,275,1973,1,275-1,0,Minor,Minor,0
275-1974,275,1974,1,275-1,0,Minor,Minor,0
275-1975,275,1975,1,275-1,0,War,War,0
275-1976,275,1976,1,275-1,0,War,War,0
275-1977,275,1977,1,275-1,0,War,War,1
275-1978,275,1978,1,275-1,0,War,War,1
275-1979,275,1979,1,275-1,0,War,War,0
275-1980,275,1980,1,275-1,0,Minor,War,0
275-1981,275,1981,1,275-1,0,Minor,War,0
275-1982,275,1982,1,275-1,0,War,War,0
275-1983,275,1983,1,275-1,0,War,War,0
275-1984,275,1984,1,275-1,0,War,War,0
275-1985,275,1985,1,275-1,0,War,War,0
275-1986,275,1986,1,275-1,0,Minor,War,0
275-1987,275,1987,1,275-1,0,War,War,0
275-1988,275,1988,1,275-1,0,War,War,0
275-1989,275,1989,1,275-1,0,War,War,0
275-1990,275,1990,1,275-1,0,War,War,0
275-1991,275,1991,1,275-1,1,War,War,0
276-1962,276,1962,1,276-1,1,Minor,Minor,
277-1962,277,1962,1,277-1,1,Minor,Minor,0
277-1982,277,1982,2,277-2,1,Minor,Minor,0
277-1992,277,1992,3,277-3,1,Minor,Minor,0
278-1963,278,1963,1,278-1,1,Minor,Minor,
279-1963,279,1963,1,279-1,0,Minor,Minor,
279-1964,279,1964,1,279-1,0,Minor,Minor,
279-1965,279,1965,1,279-1,0,Minor,War,
279-1966,279,1966,1,279-1,0,Minor,War,
279-1967,279,1967,1,279-1,0,Minor,War,
279-1968,279,1968,1,279-1,0,Minor,War,
279-1969,279,1969,1,279-1,0,Minor,War,
279-1970,279,1970,1,279-1,0,Minor,War,
279-1971,279,1971,1,279-1,0,Minor,War,
279-1972,279,1972,1,279-1,0,Minor,War,
279-1973,279,1973,1,279-1,1,Minor,War,
280-1963,280,1963,1,280-1,0,Minor,Minor,0
280-1964,280,1964,1,280-1,0,Minor,Minor,0
280-1965,280,1965,1,280-1,0,Minor,Minor,1
280-1966,280,1966,1,280-1,1,Minor,Minor,1
282-1963,282,1963,1,282-1,0,War,War,0
282-1964,282,1964,1,282-1,0,War,War,0
282-1965,282,1965,1,282-1,0,War,War,0
282-1966,282,1966,1,282-1,0,War,War,0
282-1967,282,1967,1,282-1,0,War,War,0
282-1968,282,1968,1,282-1,0,War,War,0
282-1969,282,1969,1,282-1,0,War,War,0
282-1970,282,1970,1,282-1,0,War,War,0
282-1971,282,1971,1,282-1,0,War,War,0
282-1972,282,1972,1,282-1,1,War,War,0
281-1963,281,1963,1,281-1,0,Minor,Minor,
281-1964,281,1964,1,281-1,0,Minor,Minor,
281-1965,281,1965,1,281-1,0,Minor,Minor,
281-1966,281,1966,1,281-1,1,Minor,Minor,
283-1964,283,1964,1,283-1,0,War,War,0
283-1965,283,1965,1,283-1,1,War,War,0
283-1967,283,1967,2,283-2,1,Minor,War,0
283-1977,283,1977,3,283-3,0,Minor,War,1
283-1978,283,1978,3,283-3,1,Minor,War,0
283-1996,283,1996,4,283-4,0,War,War,1
283-1997,283,1997,4,283-4,0,War,War,1
283-1998,283,1998,4,283-4,0,War,War,1
283-1999,283,1999,4,283-4,0,War,War,1
283-2000,283,2000,4,283-4,0,War,War,1
283-2001,283,2001,4,283-4,1,Minor,War,1
285-1974,285,1974,1,285-1,1,Minor,War,
285-1964,285,1964,1,285-1,0,Minor,Minor,
285-1965,285,1965,1,285-1,0,Minor,Minor,
285-1966,285,1966,1,285-1,0,Minor,War,
285-1967,285,1967,1,285-1,0,Minor,War,
285-1968,285,1968,1,285-1,0,Minor,War,
285-1969,285,1969,1,285-1,0,Minor,War,
285-1970,285,1970,1,285-1,0,Minor,War,
285-1971,285,1971,1,285-1,0,Minor,War,
285-1972,285,1972,1,285-1,0,War,War,
285-1973,285,1973,1,285-1,0,War,War,
286-1964,286,1964,1,286-1,0,Minor,Minor,
286-1965,286,1965,1,286-1,0,Minor,Minor,
286-1966,286,1966,1,286-1,0,Minor,Minor,
286-1967,286,1967,1,286-1,1,Minor,Minor,
283-2006,283,2006,5,283-5,0,Minor,War,0
283-2007,283,2007,5,283-5,0,Minor,War,0
283-2008,283,2008,5,283-5,1,Minor,War,0
283-2011,283,2011,6,283-6,0,Minor,War,0
283-2012,283,2012,6,283-6,0,Minor,War,1
283-2013,283,2013,6,283-6,0,War,War,1
283-2014,283,2014,6,283-6,1,Minor,War,0
283-2016,283,2016,7,283-7,0,Minor,War,0
283-2017,283,2017,7,283-7,0,War,War,0
283-2018,283,2018,7,283-7,0,Minor,War,0
284-1964,284,1964,1,284-1,1,Minor,Minor,1
287-1965,287,1965,1,287-1,1,Minor,Minor,0
287-1991,287,1991,2,287-2,0,Minor,Minor,0
287-1992,287,1992,2,287-2,1,Minor,Minor,0
287-1994,287,1994,3,287-3,0,Minor,Minor,0
287-1995,287,1995,3,287-3,0,Minor,Minor,0
287-1996,287,1996,3,287-3,0,Minor,War,0
287-1997,287,1997,3,287-3,0,Minor,War,0
287-1998,287,1998,3,287-3,0,Minor,War,0
287-1999,287,1999,3,287-3,0,Minor,War,0
287-2000,287,2000,3,287-3,0,War,War,0
287-2001,287,2001,3,287-3,0,War,War,0
287-2002,287,2002,3,287-3,0,War,War,0
287-2003,287,2003,3,287-3,0,Minor,War,0
287-2004,287,2004,3,287-3,0,Minor,War,0
287-2005,287,2005,3,287-3,0,Minor,War,0
287-2006,287,2006,3,287-3,1,Minor,War,0
287-2008,287,2008,4,287-4,1,Minor,War,0
287-2014,287,2014,5,287-5,0,Minor,War,0
287-2015,287,2015,5,287-5,1,Minor,War,0
288-1966,288,1966,1,288-1,0,Minor,Minor,0
